word,pos,definition
CHILD,v. i.,To give birth; to produce young.
CHILI,n.,A kind of red pepper. See Capsicum
CHILL,n.,"A moderate but disagreeable degree of cold; a disagreeable sensation of coolness, accompanied with shivering."
CHILL,n.,"A sensation of cold with convulsive shaking of the body, pinched face, pale skin, and blue lips, caused by undue cooling of the body or by nervous excitement, or forming the precursor of some constitutional disturbance, as of a fever."
CHILL,n.,"A check to enthusiasm or warmth of feeling; discouragement; as, a chill comes over an assembly."
CHILL,n.,"An iron mold or portion of a mold, serving to cool rapidly, and so to harden, the surface of molten iron brought in contact with it."
CHILL,n.,"The hardened part of a casting, as the tread of a car wheel."
CHILL,a.,Moderately cold; tending to cause shivering; chilly; raw.
CHILL,a.,Affected by cold.
CHILL,a.,"Characterized by coolness of manner, feeling, etc.; lacking enthusiasm or warmth; formal; distant; as, a chill reception."
CHILL,a.,Discouraging; depressing; dispiriting.
CHILL,v. t.,To strike with a chill; to make chilly; to cause to shiver; to affect with cold.
CHILL,v. t.,To check enthusiasm or warmth of feeling of; to depress; to discourage.
CHILL,v. t.,"To produce, by sudden cooling, a change of crystallization at or near the surface of, so as to increase the hardness; said of cast iron."
CHILL,v. i.,"To become surface-hardened by sudden cooling while solidifying; as, some kinds of cast iron chill to a greater depth than others."
CHIMB,n.,"The edge of a cask, etc; a chine. See Chine, n., 3."
CHIMB,v. i.,Chime.
CHIME,n.,"See Chine, n., 3."
CHIME,n.,"The harmonious sound of bells, or of musical instruments."
CHIME,n.,"A set of bells musically tuned to each other; specif., in the pl., the music performed on such a set of bells by hand, or produced by mechanism to accompany the striking of the hours or their divisions."
CHIME,n.,"Pleasing correspondence of proportion, relation, or sound."
CHIME,n.,"To sound in harmonious accord, as bells."
CHIME,n.,To be in harmony; to agree; to suit; to harmonize; to correspond; to fall in with.
CHIME,n.,To join in a conversation; to express assent; -- followed by in or in with.
CHIME,n.,"To make a rude correspondence of sounds; to jingle, as in rhyming."
CHIME,v. i.,"To cause to sound in harmony; to play a tune, as upon a set of bells; to move or strike in harmony."
CHIME,v. i.,To utter harmoniously; to recite rhythmically.
CHINA,n.,A country in Eastern Asia.
CHINA,n.,"China ware, which is the modern popular term for porcelain. See Porcelain."
CHINE,n.,"A chink or cleft; a narrow and deep ravine; as, Shanklin Chine in the Isle of Wight, a quarter of a mile long and 230 feet deep."
CHINE,n.,The backbone or spine of an animal; the back.
CHINE,n.,"A piece of the backbone of an animal, with the adjoining parts, cut for cooking. [See Illust. of Beef.]"
CHINE,n.,"The edge or rim of a cask, etc., formed by the projecting ends of the staves; the chamfered end of a stave."
CHINE,v. t.,To cut through the backbone of; to cut into chine pieces.
CHINE,v. t.,Too chamfer the ends of a stave and form the chine..
CHINK,n.,"A small cleft, rent, or fissure, of greater length than breadth; a gap or crack; as, the chinks of wall."
CHINK,v. i.,To crack; to open.
CHINK,v. t.,To cause to open in cracks or fissures.
CHINK,v. t.,"To fill up the chinks of; as, to chink a wall."
CHINK,n.,"A short, sharp sound, as of metal struck with a slight degree of violence."
CHINK,n.,Money; cash.
CHINK,v. t.,"To cause to make a sharp metallic sound, as coins, small pieces of metal, etc., by bringing them into collision with each other."
CHINK,v. i.,"To make a slight, sharp, metallic sound, as by the collision of little pieces of money, or other small sonorous bodies."
CHIPS,n.,A ship's carpenter.
CHIRK,v. i.,To shriek; to gnash; to utter harsh or shrill cries.
CHIRK,v. i.,To chirp like a bird.
CHIRK,v. t.,"To cheer; to enliven; as, to chirk one up."
CHIRK,v. i.,Lively; cheerful; in good spirits.
CHIRM,v. i.,"To chirp or to make a mournful cry, as a bird."
CHIRP,v. i.,"To make a shop, sharp, cheerful, as of small birds or crickets."
CHIRP,n.,"A short, sharp note, as of a bird or insect."
CHIVE,n.,A filament of a stamen.
CHIVE,n.,"A perennial plant (Allium Schoenoprasum), allied to the onion. The young leaves are used in omelets, etc."
CHIVY,v. t.,"To goad, drive, hunt, throw, or pitch."
CHOAK,v. t. & i.,See Choke.
CHOCK,v. t.,"To stop or fasten, as with a wedge, or block; to scotch; as, to chock a wheel or cask."
CHOCK,v. i.,"To fill up, as a cavity."
CHOCK,n.,"A wedge, or block made to fit in any space which it is desired to fill, esp. something to steady a cask or other body, or prevent it from moving, by fitting into the space around or beneath it."
CHOCK,n.,"A heavy casting of metal, usually fixed near the gunwale. It has two short horn-shaped arms curving inward, between which ropes or hawsers may pass for towing, mooring, etc."
CHOCK,adv.,"Entirely; quite; as, chock home; chock aft."
CHOCK,v. t.,To encounter.
CHOCK,n.,An encounter.
CHODE,,the old imp. of chide. See Chide.
CHOIR,n.,"A band or organized company of singers, especially in church service."
CHOIR,n.,That part of a church appropriated to the singers.
CHOIR,n.,The chancel.
CHOKE,v. t.,"To render unable to breathe by filling, pressing upon, or squeezing the windpipe; to stifle; to suffocate; to strangle."
CHOKE,v. t.,To obstruct by filling up or clogging any passage; to block up.
CHOKE,v. t.,"To hinder or check, as growth, expansion, progress, etc.; to stifle."
CHOKE,v. t.,To affect with a sense of strangulation by passion or strong feeling.
CHOKE,v. t.,"To make a choke, as in a cartridge, or in the bore of the barrel of a shotgun."
CHOKE,v. i.,"To have the windpipe stopped; to have a spasm of the throat, caused by stoppage or irritation of the windpipe; to be strangled."
CHOKE,v. i.,"To be checked, as if by choking; to stick."
CHOKE,n.,"A stoppage or irritation of the windpipe, producing the feeling of strangulation."
CHOKE,n.,The tied end of a cartridge.
CHOKE,n.,"A constriction in the bore of a shotgun, case of a rocket, etc."
CHOMP,v. i.,To chew loudly and greedily; to champ.
CHOSE,imp.,of Choose
CHOSE,,of Choose
CHOPS,n. pl.,"The jaws; also, the fleshy parts about the mouth."
CHOPS,n. pl.,"The sides or capes at the mouth of a river, channel, harbor, or bay; as, the chops of the English Channel."
CHORD,n.,The string of a musical instrument.
CHORD,n.,"A combination of tones simultaneously performed, producing more or less perfect harmony, as, the common chord."
CHORD,n.,A right line uniting the extremities of the arc of a circle or curve.
CHORD,n.,"A cord. See Cord, n., 4."
CHORD,n.,"The upper or lower part of a truss, usually horizontal, resisting compression or tension."
CHORD,v. t.,To provide with musical chords or strings; to string; to tune.
CHORD,v. i.,"To accord; to harmonize together; as, this note chords with that."
CHORE,n.,"A small job; in the pl., the regular or daily light work of a household or farm, either within or without doors."
CHORE,v. i.,To do chores.
CHORE,n.,A choir or chorus.
CHOSE,n.,A thing; personal property.
CHOSE,,imp. & p. p. of Choose.
CHOUT,n.,An assessment equal to a fourth part of the revenue.
CHUCK,v. i.,To make a noise resembling that of a hen when she calls her chickens; to cluck.
CHUCK,v. i.,To chuckle; to laugh.
CHUCK,v. t.,"To call, as a hen her chickens."
CHUCK,n.,The chuck or call of a hen.
CHUCK,n.,"A sudden, small noise."
CHUCK,n.,A word of endearment; -- corrupted from chick.
CHUCK,v. t.,To strike gently; to give a gentle blow to.
CHUCK,v. t.,To toss or throw smartly out of the hand; to pitch.
CHUCK,v. t.,"To place in a chuck, or hold by means of a chuck, as in turning; to bore or turn (a hole) in a revolving piece held in a chuck."
CHUCK,n.,A slight blow or pat under the chin.
CHUCK,n.,A short throw; a toss.
CHUCK,n.,"A contrivance or machine fixed to the mandrel of a lathe, for holding a tool or the material to be operated upon."
CHUCK,n.,A small pebble; -- called also chuckstone and chuckiestone.
CHUCK,n.,"A game played with chucks, in which one or more are tossed up and caught; jackstones."
CHUCK,n.,"A piece of the backbone of an animal, from between the neck and the collar bone, with the adjoining parts, cut for cooking; as, a chuck steak; a chuck roast."
CHUET,n.,Minced meat.
CHUFA,n.,"A sedgelike plant (Cyperus esculentus) producing edible tubers, native about the Mediterranean, now cultivated in many regions; the earth almond."
CHUFF,n.,A coarse or stupid fellow.
CHUFF,a.,Stupid; churlish.
CHUMP,n.,"A short, thick, heavy piece of wood."
CHUNK,n.,"A short, thick piece of anything."
CHURL,n.,A rustic; a countryman or laborer.
CHURL,n.,"A rough, surly, ill-bred man; a boor."
CHURL,n.,A selfish miser; an illiberal person; a niggard.
CHURL,a.,Churlish; rough; selfish.
CHIRM,n.,"Clamor, or confused noise; buzzing."
CHURN,v. t.,"A vessel in which milk or cream is stirred, beaten, or otherwise agitated (as by a plunging or revolving dasher) in order to separate the oily globules from the other parts, and obtain butter."
CHURN,v. t.,"To stir, beat, or agitate, as milk or cream in a churn, in order to make butter."
CHURN,v. t.,To shake or agitate with violence.
CHURN,v. i.,To perform the operation of churning.
CHUSE,v. t.,See Choose.
CHUTE,n.,"A framework, trough, or tube, upon or through which objects are made to slide from a higher to a lower level, or through which water passes to a wheel."
CHUTE,n.,See Shoot.
CHYLE,n.,"A milky fluid containing the fatty matter of the food in a state of emulsion, or fine mechanical division; formed from chyme by the action of the intestinal juices. It is absorbed by the lacteals, and conveyed into the blood by the thoracic duct."
CHYME,n.,The pulpy mass of semi-digested food in the small intestines just after its passage from the stomach. It is separated in the intestines into chyle and excrement. See Chyle.
CIBOL,n.,"A perennial alliaceous plant (Allium fistulosum), sometimes called Welsh onion. Its fistular leaves areused in cookery."
CIDER,n.,"The expressed juice of apples. It is used as a beverage, for making vinegar, and for other purposes."
CIGAR,n.,"A small roll of tobacco, used for smoking."
CILIA,n. pl.,The eyelashes.
CILIA,n. pl.,"Small, generally microscopic, vibrating appendages lining certain organs, as the air passages of the higher animals, and in the lower animals often covering also the whole or a part of the exterior. They are also found on some vegetable organisms. In the Infusoria, and many larval forms, they are locomotive organs."
CILIA,n. pl.,"Hairlike processes, commonly marginal and forming a fringe like the eyelash."
CILIA,n. pl.,"Small, vibratory, swimming organs, somewhat resembling true cilia, as those of Ctenophora."
CIMAR,n.,See Simar.
CIMEX,n.,A genus of hemipterous insects of which the bedbug is the best known example. See Bedbug.
CIMIA,n.,See Cimbia.
CINCH,n.,"A strong saddle girth, as of canvas."
CINCH,n.,A tight grip.
CIPPI,pl. ,of Cippus
CIRRI,n. pl.,See Cirrus.
CIRRI,pl. ,of Cirrus
CISCO,n.,"The Lake herring (Coregonus Artedi), valuable food fish of the Great Lakes of North America. The name is also applied to C. Hoyi, a related species of Lake Michigan."
CITAL,n.,"Summons to appear, as before a judge."
CITAL,n.,Citation; quotation
CITED,imp. & p. p.,of Cite
CITER,n.,One who cites.
CIVET,n.,"A substance, of the consistence of butter or honey, taken from glands in the anal pouch of the civet (Viverra civetta). It is of clear yellowish or brownish color, of a strong, musky odor, offensive when undiluted, but agreeable when a small portion is mixed with another substance. It is used as a perfume."
CIVET,n.,"The animal that produces civet (Viverra civetta); -- called also civet cat.  It is carnivorous, from two to three feet long, and of a brownish gray color, with transverse black bands and spots on the body and tail. It is a native of northern Africa and of Asia. The name is also applied to other species."
